X,Y,OffenceNum,CaseDate,CaseType,CaseStatus,LienStatus,ParcelNo,CouncilDistrict,City,STATE,Zip,ComplaintRem,OBJECTID,ParcelNo_X,ParcelNo_Y,Address1,Year,Month,GlobalID,created_user,created_date,last_edited_user,last_edited_date
515974.545538839,701658.017684095,C00170076,2024/08/26,NUISANCE,OPEN,Lien Filed,04 09 29 2 013 010.000,DISTRICT 3,MONTGOMERY,AL,36110,,621,2.21944444,4.15805556,2924 ALTA RD,2024,8,{8892C230-898A-4FC8-8676-A8ECA060C07C},,,HNAM,2025/03/19 20:12:07+00
516602.007538505,702543.261976592,C00132959,2022/04/29,NUISANCE,CLOSED,NA,04 09 29 2 010 024.000,DISTRICT 3,MONTGOMERY,AL,36110,WHITE SEDAN ON SIDE OF HOUSE,622,2.17333333,4.15805556,3033 ALTA RD,2022,4,{FEDD4872-91A4-47CF-8BF2-11E051BB3FE5},,,HNAM,2025/03/19 20:12:07+00
521180.954089254,682449.513450257,C00129846,2022/03/08,OPEN VACANT,CLOSED,NA,10 02 09 3 020 016.000,DISTRICT 1,MONTGOMERY,AL,36107,,623,3.33777778,10.03583333,2915 ALTHEA ST,2022,3,{3501EC5B-4531-4099-A306-2150A91C74AA},,,HNAM,2025/03/19 20:12:07+00
521180.954089254,682449.513450257,C00129845,2022/03/08,NUISANCE,CLOSED,NA,10 02 09 3 020 016.000,DISTRICT 1,MONTGOMERY,AL,36107,,624,3.33777778,10.03583333,2915 ALTHEA ST,2022,3,{4D17C78F-28D8-4931-B22E-60D789EFAA3D},,,HNAM,2025/03/19 20:12:07+00
515250.216606919,695329.160919257,C00138860,2022/08/02,NUISANCE,CLOSED,NA,04 09 32 2 006 039.054,DISTRICT 3,MONTGOMERY,AL,36110,,625,2.11084833,4.15888889,225 AMANDA LOOP,2022,8,{A3D7DBC4-C0D9-4850-AA25-C3F466B1B7AB},,,HNAM,2025/03/19 20:12:07+00
515250.216606919,695329.160919257,C00145241,2023/03/15,NUISANCE,OPEN,NA,04 09 32 2 006 039.054,DISTRICT 3,MONTGOMERY,AL,36110,,626,2.11084833,4.15888889,225 AMANDA LOOP,2023,3,{015F2536-B129-4EBF-B412-791105D5B82A},,,HNAM,2025/03/19 20:12:07+00
515250.216606919,695329.160919257,C00165073,2024/05/29,OPEN VACANT,CLOSED,NA,04 09 32 2 006 039.054,DISTRICT 3,MONTGOMERY,AL,36110,,627,2.11084833,4.15888889,225 AMANDA LOOP,2024,5,{EB22D082-DAF6-45BD-9041-B970958A7E23},,,HNAM,2025/03/19 20:12:07+00
515250.216606919,695329.160919257,C00165074,2024/05/29,REPAIR,CLOSED,NA,04 09 32 2 006 039.054,DISTRICT 3,MONTGOMERY,AL,36110,,628,2.11084833,4.15888889,225 AMANDA LOOP,2024,5,{29439AB3-01DE-4696-A62E-E2BC06480775},,,HNAM,2025/03/19 20:12:07+00
515250.216606919,695329.160919257,C00164648,2024/05/22,OPEN VACANT,CLOSED,NA,04 09 32 2 006 039.054,DISTRICT 3,MONTGOMERY,AL,36110,,629,2.11084833,4.15888889,225 AMANDA LOOP,2024,5,{4522BF45-6191-48BD-8FCE-EB0B8F008B2F},,,HNAM,2025/03/19 20:12:07+00
515250.216606919,695329.160919257,C00160129,2024/02/23,OPEN VACANT,CLOSED,NA,04 09 32 2 006 039.054,DISTRICT 3,MONTGOMERY,AL,36110,,630,2.11084833,4.15888889,225 AMANDA LOOP,2024,2,{40DC9337-C02B-463D-ACDE-35A7FCE3B7FD},,,HNAM,2025/03/19 20:12:07+00
515250.216606919,695329.160919257,C00163270,2024/04/24,OPEN VACANT,CLOSED,NA,04 09 32 2 006 039.054,DISTRICT 3,MONTGOMERY,AL,36110,,631,2.11084833,4.15888889,225 AMANDA LOOP,2024,4,{EBF714AE-F41B-4DCC-B086-FABB475C8A45},,,HNAM,2025/03/19 20:12:07+00
515250.216606919,695329.160919257,C00163088,2024/04/23,OPEN VACANT,CLOSED,NA,04 09 32 2 006 039.054,DISTRICT 3,MONTGOMERY,AL,36110,,632,2.11084833,4.15888889,225 AMANDA LOOP,2024,4,{87C6467C-8BE1-4AAB-93E7-8E6F3CEB09AB},,,HNAM,2025/03/19 20:12:07+00
515250.216606919,695329.160919257,C00158649,2023/11/17,OPEN VACANT,OPEN,NA,04 09 32 2 006 039.054,DISTRICT 3,MONTGOMERY,AL,36110,,633,2.11084833,4.15888889,225 AMANDA LOOP,2023,11,{E2BD3DE5-1E22-4685-BD2D-43C6AA98DF92},,,HNAM,2025/03/19 20:12:07+00
514251.220573422,662854.527049758,C00169553,2024/08/14,NUISANCE,CLOSED,NA,10 09 31 4 002 008.000,DISTRICT 5,MONTGOMERY,AL,36116,ENTIRE REAR OF PARCEL NEEDS TO BE CUT AND CLEANED,634,4.03555556,10.15861111,4335 AMHERST DR,2024,8,{A5BF6743-F44D-401B-80F3-60AFD674FA5E},,,HNAM,2025/03/19 20:12:07+00
532020.289365921,655355.360945761,C00155702,2023/08/24,GENERIC,CLOSED,NA,15 01 02 3 003 031.000,DISTRICT 6,MONTGOMERY,AL,36116,,635,3.05861111,15.01722222,4100 AMBERLY RD,2023,8,{C7455B83-7467-42F7-9753-5A4FE0CCE333},,,HNAM,2025/03/19 20:12:07+00
520917.373251587,680335.01899159,C00126814,2021/10/14,NUISANCE,CLOSED,NA,10 05 16 2 020 008.000,DISTRICT 3,MONTGOMERY,AL,36107,,636,2.33555556,10.08777778,922 ANN ST,2021,10,{BCE36619-85B0-4B50-A698-C99812C9E75F},,,HNAM,2025/03/19 20:12:07+00
520671.872758336,682844.937856257,C00132068,2022/04/19,NUISANCE,CLOSED,NA,10 02 09 3 011 001.000,DISTRICT 3,MONTGOMERY,AL,36107,,637,3.18361111,10.03583333,400 ANN ST,2022,4,{64EE2047-1DA6-4D09-8020-8323C11EE21E},,,HNAM,2025/03/19 20:12:07+00
520671.872758336,682844.937856257,C00153444,2023/07/25,NUISANCE,CLOSED,NA,10 02 09 3 011 001.000,DISTRICT 3,MONTGOMERY,AL,36107,,638,3.18361111,10.03583333,400 ANN ST,2023,7,{66D6B8CF-B4BD-4782-9769-71498948BA88},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00117356,2021/04/26,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,639,3.05472222,11.12361111,857 APRIL CT,2021,4,{51D9C1D9-76A7-4879-B34D-D21CC58F8BD0},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00113569,2021/02/09,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,640,3.05472222,11.12361111,857 APRIL CT,2021,2,{2D654C82-F739-4A5E-84A8-F2C282006482},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00132172,2022/04/21,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,641,3.05472222,11.12361111,857 APRIL CT,2022,4,{5BAB7EB7-C6CC-43C0-9858-7C4A39A07059},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00134440,2022/05/20,NUISANCE,CLOSED,NA,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,642,3.05472222,11.12361111,857 APRIL CT,2022,5,{AB8ECCCF-866C-42A8-A42A-DDD154D514CA},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00139134,2022/08/05,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,643,3.05472222,11.12361111,857 APRIL CT,2022,8,{EEB5EC8F-504D-4882-8142-A97AB0035BAC},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00136372,2022/06/22,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,644,3.05472222,11.12361111,857 APRIL CT,2022,6,{382C9255-68B9-40A5-9161-F3E5605F7177},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00148231,2023/05/04,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,645,3.05472222,11.12361111,857 APRIL CT,2023,5,{BBA4934B-50AC-4C5A-9EDC-438B23DA18FF},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00145125,2023/03/13,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,646,3.05472222,11.12361111,857 APRIL CT,2023,3,{3727B125-754D-4540-B5B8-3DFBA8D5FF9A},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00149886,2023/06/02,NUISANCE,CLOSED,NA,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,647,3.05472222,11.12361111,857 APRIL CT,2023,6,{BBFDBA46-E81E-4D7B-90E4-BB466D53DFC7},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00155190,2023/08/16,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,648,3.05472222,11.12361111,857 APRIL CT,2023,8,{843762FA-576C-4F9B-BF72-E176783283C0},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00169518,2024/08/13,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,649,3.05472222,11.12361111,857 APRIL CT,2024,8,{407E6845-9E72-4196-A8F2-7C2DC581F451},,,HNAM,2025/03/19 20:12:07+00
505803.873951089,668007.010839261,C00163328,2024/04/25,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 017.000,DISTRICT 4,MONTGOMERY,AL,36105,,650,3.05472222,11.12361111,857 APRIL CT,2024,4,{83C3E4D3-D3EE-483D-87A7-19FBFF48F239},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00169515,2024/08/13,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,651,3.05555556,11.12361111,881 APRIL CT,2024,8,{7CDB96A5-435B-4BC7-8721-15C5C4B7E9D3},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00163323,2024/04/25,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,652,3.05555556,11.12361111,881 APRIL CT,2024,4,{6FFFBF9F-827E-4CC6-B454-4E9C81257886},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00163324,2024/04/25,OPEN VACANT,CLOSED,NA,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,653,3.05555556,11.12361111,881 APRIL CT,2024,4,{9BDD5102-2B12-4963-A36A-5B063271EA27},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00155185,2023/08/16,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,654,3.05555556,11.12361111,881 APRIL CT,2023,8,{3ECD5C7B-8D11-45A9-8F71-C5357C354B71},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00149883,2023/06/02,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,655,3.05555556,11.12361111,881 APRIL CT,2023,6,{53C478A9-EFBE-449D-97C7-95AF58F7BABB},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00138604,2022/07/29,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,656,3.05555556,11.12361111,881 APRIL CT,2022,7,{52B75250-EAA4-4E6C-9E1C-76C443B436A6},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00132175,2022/04/21,NUISANCE,CLOSED,NA,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,657,3.05555556,11.12361111,881 APRIL CT,2022,4,{9BC98554-DBEC-42E7-BB89-21EBECB55B06},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00117353,2021/04/26,NUISANCE,CLOSED,Lien Released,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,658,3.05555556,11.12361111,881 APRIL CT,2021,4,{DCEF4971-DB43-40CF-B807-CB2FA3F90139},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00117351,2021/04/26,DEMOLITION,CLOSED,NA,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,659,3.05555556,11.12361111,881 APRIL CT,2021,4,{628890C5-A40B-41D5-A1EF-6B22873D31CB},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00123267,2021/08/02,NUISANCE,OPEN,Lien Filed,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,TREE LIMBS BY STREET,660,3.05555556,11.12361111,881 APRIL CT,2021,8,{EF92435D-1537-407A-BF36-3E9A8B17CAF7},,,HNAM,2025/03/19 20:12:07+00
505581.152939837,668042.761095844,C00124809,2021/08/27,NUISANCE,CLOSED,NA,11 07 25 3 003 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,661,3.05555556,11.12361111,881 APRIL CT,2021,8,{6B86F747-5BDD-4AB4-B90F-E9B135ACA40F},,,HNAM,2025/03/19 20:12:07+00
516958.211550504,702638.811326176,C00162625,2024/04/15,NUISANCE,OPEN,Lien Filed,04 09 29 2 010 029.000,DISTRICT 3,MONTGOMERY,AL,36110,REMOVE PILE OF DEBRIS FROM PROPERTY,662,2.17472222,4.15805556,3055 ALTA RD,2024,4,{B021AA60-6ADD-41BF-8E02-F7E367D4F8A5},,,HNAM,2025/03/19 20:12:07+00
517166.716382839,702635.969796427,C00164299,2024/05/14,NUISANCE,CLOSED,NA,04 09 29 2 010 032.000,DISTRICT 3,MONTGOMERY,AL,36110,,663,2.17555556,4.15805556,3073 ALTA RD,2024,5,{7732EB89-033E-4A7A-B287-243F169DAC64},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00164167,2024/05/13,NUISANCE,OPEN,Lien Filed,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,ENHANCE ABETMENT ON THIS LOT EVERY THING MUST GO.,664,3.33888889,10.03583333,2935 ALTHEA ST,2024,5,{ABA58FE6-B9F2-49AE-97C8-0BBDFE475B19},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00164850,2024/05/24,OPEN VACANT,OPEN,NA,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,,665,3.33888889,10.03583333,2935 ALTHEA ST,2024,5,{98DCCF7A-7830-4188-84B7-6C6F418940D6},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00167756,2024/07/18,OPEN VACANT,OPEN,NA,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,,666,3.33888889,10.03583333,2935 ALTHEA ST,2024,7,{6472051F-C279-4166-AEF3-268DA0EDC82D},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00167185,2024/07/09,NUISANCE,OPEN,Lien Filed,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,,667,3.33888889,10.03583333,2935 ALTHEA ST,2024,7,{E020B818-8EEC-4DCB-B0E2-67A9180546E1},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00155485,2023/08/21,OPEN VACANT,OPEN,NA,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,,668,3.33888889,10.03583333,2935 ALTHEA ST,2023,8,{C35D4182-F1C0-4E7A-B7B5-93681A941F39},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00155588,2023/08/22,NUISANCE,OPEN,NA,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,,669,3.33888889,10.03583333,2935 ALTHEA ST,2023,8,{3C8D234E-819E-4B2F-95C4-9D7A142D1FA0},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00158427,2023/11/06,NUISANCE,OPEN,Lien Filed,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,,670,3.33888889,10.03583333,2935 ALTHEA ST,2023,11,{8B738D05-73FC-46E4-A69B-CEC24AB2755F},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00158103,2023/10/23,OPEN VACANT,OPEN,NA,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,,671,3.33888889,10.03583333,2935 ALTHEA ST,2023,10,{A73DDF9D-9FDD-491F-BFA1-8AE2C5765245},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00116367,2021/04/14,NUISANCE,OPEN,Lien Filed,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,,672,3.33888889,10.03583333,2935 ALTHEA ST,2021,4,{6ABAD117-0948-4D08-B71A-6DD5186035F3},,,HNAM,2025/03/19 20:12:07+00
521380.916287754,682453.260818094,C00144549,2023/02/13,NUISANCE,OPEN,Lien Filed,10 02 09 3 020 020.000,DISTRICT 1,MONTGOMERY,AL,36107,,673,3.33888889,10.03583333,2935 ALTHEA ST,2023,2,{E8A02909-5238-42DB-9D87-3453D62F095B},,,HNAM,2025/03/19 20:12:07+00
521530.887444504,682456.071179926,C00157221,2023/09/25,DEMOLITION,CLOSED,NA,10 02 09 3 020 023.000,DISTRICT 1,MONTGOMERY,AL,36107,,674,3.33972222,10.03583333,2947 ALTHEA ST,2023,9,{74F11EC5-3C42-46CF-A06A-73F1983E45DE},,,HNAM,2025/03/19 20:12:07+00
521530.887444504,682456.071179926,C00167182,2024/07/09,NUISANCE,CLOSED,NA,10 02 09 3 020 023.000,DISTRICT 1,MONTGOMERY,AL,36107,,675,3.33972222,10.03583333,2947 ALTHEA ST,2024,7,{E98FC47A-784A-4CBE-AD57-460FC9EBC0AE},,,HNAM,2025/03/19 20:12:07+00
531005.712326836,655208.69293201,C00141248,2022/09/12,GENERIC,CLOSED,NA,15 01 02 3 004 016.000,DISTRICT 6,MONTGOMERY,AL,36116,,676,3.07111111,15.01722222,4004 AMBERLY RD,2022,9,{483D09B7-F2C5-48B6-86C6-26775B5D8AA1},,,HNAM,2025/03/19 20:12:07+00
531005.712326836,655208.69293201,C00142041,2022/09/27,GENERIC,CLOSED,NA,15 01 02 3 004 016.000,DISTRICT 6,MONTGOMERY,AL,36116,,677,3.07111111,15.01722222,4004 AMBERLY RD,2022,9,{C5C346D6-0300-4809-820A-C54DED9C1DAB},,,HNAM,2025/03/19 20:12:07+00
531005.712326836,655208.69293201,C00126258,2021/09/30,GENERIC,CLOSED,NA,15 01 02 3 004 016.000,DISTRICT 6,MONTGOMERY,AL,36116,,678,3.07111111,15.01722222,4004 AMBERLY RD,2021,9,{ED7DFC5C-A516-4E95-99E9-14AB1686371E},,,HNAM,2025/03/19 20:12:07+00
514251.626412503,663267.703716844,C00138540,2022/07/28,NUISANCE,CLOSED,NA,10 09 31 4 002 002.000,DISTRICT 5,MONTGOMERY,AL,36116,,679,4.03388889,10.15861111,4301 AMHERST DR,2022,7,{6E5B6210-060C-4E62-AFFB-81435E43C965},,,HNAM,2025/03/19 20:12:07+00
514251.626412503,663267.703716844,C00163518,2024/04/29,NUISANCE,OPEN,Lien Filed,10 09 31 4 002 002.000,DISTRICT 5,MONTGOMERY,AL,36116,,680,4.03388889,10.15861111,4301 AMHERST DR,2024,4,{311B3130-3021-46A1-9B3C-4BD7A106FB08},,,HNAM,2025/03/19 20:12:07+00
506656.567127585,674717.99577684,C00171756,2024/10/22,NUISANCE,CLOSED,NA,11 06 24 2 014 014.000,DISTRICT 7,MONTGOMERY,AL,36108,,681,2.23722222,11.10666667,624 ALEXANDER ST,2024,10,{C5A0FE78-2F07-49C0-88AD-09B47E027B0A},,,HNAM,2025/03/19 20:12:07+00
514251.626412503,663267.703716844,C00170157,2024/08/28,NUISANCE,OPEN,Lien Filed,10 09 31 4 002 002.000,DISTRICT 5,MONTGOMERY,AL,36116,THE ENTIRE PARCEL MUST BE CUT INCLUDING THE REAR OF PARCEL. THIS PARCEL INCLUDES A 255'REAR PROPERTY LINE ON POWER LINE ROW,682,4.03388889,10.15861111,4301 AMHERST DR,2024,8,{9680847D-2111-420E-8D44-B51539705F2E},,,HNAM,2025/03/19 20:12:07+00
506656.567127585,674717.99577684,C00150459,2023/06/12,NUISANCE,CLOSED,NA,11 06 24 2 014 014.000,DISTRICT 7,MONTGOMERY,AL,36108,,683,2.23722222,11.10666667,624 ALEXANDER ST,2023,6,{9287C6B4-8220-4CA8-9C14-B36727E9EE6E},,,HNAM,2025/03/19 20:12:07+00
506656.567127585,674717.99577684,C00146407,2023/04/07,NUISANCE,CLOSED,NA,11 06 24 2 014 014.000,DISTRICT 7,MONTGOMERY,AL,36108,,684,2.23722222,11.10666667,624 ALEXANDER ST,2023,4,{E7BF6442-70C3-4F96-A994-F24587A4F272},,,HNAM,2025/03/19 20:12:07+00
506405.608311921,674728.060061179,C00128421,2022/01/05,NUISANCE,CLOSED,NA,11 06 24 2 014 010.000,DISTRICT 7,MONTGOMERY,AL,36108,,685,2.23611111,11.10666667,680 ALEXANDER ST,2022,1,{9C0E1524-39C4-4E7B-9758-41418550F64B},,,HNAM,2025/03/19 20:12:07+00
506281.627588753,674725.896023512,C00124484,2021/08/20,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 025.000,DISTRICT 7,MONTGOMERY,AL,36108,,686,2.40694444,11.10666667,704 ALEXANDER ST,2021,8,{97548FBA-4FFB-4212-BE4D-1585B28C8B45},,,HNAM,2025/03/19 20:12:07+00
506281.627588753,674725.896023512,C00114392,2021/03/15,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 025.000,DISTRICT 7,MONTGOMERY,AL,36108,,687,2.40694444,11.10666667,704 ALEXANDER ST,2021,3,{421F1411-2140-4333-A278-73CF576EA4A0},,,HNAM,2025/03/19 20:12:07+00
506281.627588753,674725.896023512,C00146668,2023/04/12,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 025.000,DISTRICT 7,MONTGOMERY,AL,36108,,688,2.40694444,11.10666667,704 ALEXANDER ST,2023,4,{5EDC9C10-302B-49E6-9EEC-0D43EA05B4AB},,,HNAM,2025/03/19 20:12:07+00
506281.627588753,674725.896023512,C00141305,2022/09/13,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 025.000,DISTRICT 7,MONTGOMERY,AL,36108,,689,2.40694444,11.10666667,704 ALEXANDER ST,2022,9,{6E481978-E224-4486-BFDB-35C332416918},,,HNAM,2025/03/19 20:12:07+00
506281.627588753,674725.896023512,C00144234,2023/01/25,NUISANCE,CLOSED,NA,11 06 24 2 024 025.000,DISTRICT 7,MONTGOMERY,AL,36108,,690,2.40694444,11.10666667,704 ALEXANDER ST,2023,1,{3049DFD6-5C10-4A9C-9C6F-07D15A66109D},,,HNAM,2025/03/19 20:12:07+00
506284.236507419,674576.418960258,C00141304,2022/09/13,NUISANCE,CLOSED,NA,11 06 24 2 023 002.000,DISTRICT 7,MONTGOMERY,AL,36108,,691,2.38388889,11.10666667,707 ALEXANDER ST,2022,9,{8B1141E0-7400-4F37-B095-29C9FA37E31E},,,HNAM,2025/03/19 20:12:07+00
506284.236507419,674576.418960258,C00146753,2023/04/13,NUISANCE,CLOSED,NA,11 06 24 2 023 002.000,DISTRICT 7,MONTGOMERY,AL,36108,,692,2.38388889,11.10666667,707 ALEXANDER ST,2023,4,{90806F50-4A13-485D-9526-B51CF2BA544F},,,HNAM,2025/03/19 20:12:07+00
506284.236507419,674576.418960258,C00148788,2023/05/12,NUISANCE,CLOSED,NA,11 06 24 2 023 002.000,DISTRICT 7,MONTGOMERY,AL,36108,,693,2.38388889,11.10666667,707 ALEXANDER ST,2023,5,{E1125941-A0AB-45E9-ADAE-EA762F02037E},,,HNAM,2025/03/19 20:12:07+00
506284.236507419,674576.418960258,C00134328,2022/05/18,NUISANCE,CLOSED,NA,11 06 24 2 023 002.000,DISTRICT 7,MONTGOMERY,AL,36108,,694,2.38388889,11.10666667,707 ALEXANDER ST,2022,5,{506225D1-D216-4A1B-8F46-58FFB8D5FAE5},,,HNAM,2025/03/19 20:12:07+00
506284.236507419,674576.418960258,C00150465,2023/06/12,NUISANCE,CLOSED,NA,11 06 24 2 023 002.000,DISTRICT 7,MONTGOMERY,AL,36108,,695,2.38388889,11.10666667,707 ALEXANDER ST,2023,6,{18EDC988-6444-4DED-BAA3-5A69A6B73EA4},,,HNAM,2025/03/19 20:12:07+00
520911.109156504,670745.316058174,C00151670,2023/07/05,NUISANCE,CLOSED,NA,10 08 28 2 004 008.000,DISTRICT 7,MONTGOMERY,AL,36111,,696,2.06888889,10.14111111,3349 ALLENDALE PL,2023,7,{8FA0DA2B-A7AF-4352-80B2-24BBCCE6A03D},,,HNAM,2025/03/19 20:12:07+00
541743.672150087,690725.046767928,C00133456,2022/05/05,NUISANCE,CLOSED,NA,09 03 06 2 004 022.000,DISTRICT 2,MONTGOMERY,AL,36117,,697,2.07277778,9.05166667,753 AMITY LN,2022,5,{DEF56A4B-80F4-44FC-910C-F2F4C040C4C1},,,HNAM,2025/03/19 20:12:07+00
516073.758266922,692982.745008424,C00127293,2021/11/02,NUISANCE,CLOSED,NA,04 09 32 3 018 047.000,DISTRICT 3,MONTGOMERY,AL,36110,,698,3.31305556,4.15888889,1512 AMOY CT,2021,11,{A83684FD-DFF6-4FA0-BF00-C355A31A932F},,,HNAM,2025/03/19 20:12:07+00
519694.238230672,691880.950296007,C00161981,2024/04/04,NUISANCE,OPEN,Lien Filed,10 03 05 1 006 026.000,DISTRICT 3,MONTGOMERY,AL,36107,,699,1.10722222,10.05138889,2039 AMOS ST,2024,4,{5EC738F5-B317-4FFE-9760-7121F68CA4F3},,,HNAM,2025/03/19 20:12:07+00
519694.238230672,691880.950296007,C00156363,2023/09/07,NUISANCE,OPEN,Lien Filed,10 03 05 1 006 026.000,DISTRICT 3,MONTGOMERY,AL,36107,,700,1.10722222,10.05138889,2039 AMOS ST,2023,9,{4213CDA7-FC96-4F86-B79A-804225601660},,,HNAM,2025/03/19 20:12:07+00
519694.238230672,691880.950296007,C00165795,2024/06/11,NUISANCE,OPEN,Lien Filed,10 03 05 1 006 026.000,DISTRICT 3,MONTGOMERY,AL,36107,,701,1.10722222,10.05138889,2039 AMOS ST,2024,6,{56C2D65D-5260-4BE6-85CD-D4E50CDD48F3},,,HNAM,2025/03/19 20:12:07+00
528074.561036922,654882.97212676,C00138531,2022/07/28,NUISANCE,CLOSED,NA,15 02 10 2 001 003.000,DISTRICT 6,MONTGOMERY,AL,36116,,702,2.0175,15.03611111,4213 ANDOVA DR,2022,7,{D7C6EE69-76AE-453E-B75E-78D4DD8B3859},,,HNAM,2025/03/19 20:12:07+00
528074.561036922,654882.97212676,C00152379,2023/07/14,NUISANCE,CLOSED,NA,15 02 10 2 001 003.000,DISTRICT 6,MONTGOMERY,AL,36116,,703,2.0175,15.03611111,4213 ANDOVA DR,2023,7,{F6F46779-3DCF-49D7-8BDB-610E86DD1176},,,HNAM,2025/03/19 20:12:07+00
