OBJECTID,OffenseNo,Location,Remark,ParcelNo,Type,Date,District,GlobalID,created_user,created_date,last_edited_user,last_edited_date,HearingDate
7007,C00186206,348 WAYNE ST,"Overgrown Grass, Weeds",11 06 13 4 003 024.000,NUISANCE,1759795200000,7,{478F6B0E-FEDE-4554-847A-B97A451E21E3},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7008,C00186324,1389 DEVONSHIRE DR,"Overgrown Grass, Weeds",10 09 32 2 009 045.000,NUISANCE,1759795200000,5,{ED4FA0C4-4956-415C-8BA2-1C1EB93CB1BF},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7009,C00186207,342 WAYNE ST,"Overgrown Grass, Weeds",11 06 13 4 003 025.000,NUISANCE,1759795200000,7,{9F196EEC-56D0-444E-8B8D-FB53F63689BD},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7010,C00186205,350 WAYNE ST,"Overgrown Grass, Weeds",11 06 13 4 003 023.000,NUISANCE,1759795200000,7,{86C5AF27-F987-4E92-B765-FFD64FCF9BD0},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7011,C00186357,3576 WILMINGTON RD,"Overgrown Grass, Weeds",10 09 30 2 010 028.000,NUISANCE,1759795200000,7,{29AAFEB1-E824-4A06-8B92-6F53C4A216C6},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7012,C00186358,3126 GILMER AVE,"Overgrown Grass, Weeds",10 04 19 3 017 018.000,NUISANCE,1759795200000,7,{BCFCBBB4-3787-4C08-B402-592CF21DA403},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7013,C00186356,3325 GILMER AVE,"Overgrown Grass, Weeds",10 04 19 3 010 004.000,NUISANCE,1759795200000,7,{87083D87-2A24-410F-BAB3-2963D4D9D544},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7014,C00186361,1801 ROSA L PARKS AV,"Overgrown Grass, Weeds",11 06 24 1 019 009.000,NUISANCE,1759795200000,7,{94303300-5EEF-40C5-A981-146BDFC21964},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7015,C00186362,ELM ST & CLEVELAND AVE,"Overgrown Grass, Weeds",11 06 24 1 018 011.000,NUISANCE,1759795200000,7,{B28D71D6-0647-4759-B3B1-B1A9F73A8279},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7016,C00186412,304 WEST FAIRVIEW AVE,"Debris, Litter, Junk, Trash",11 06 24 1 021 009.000,NUISANCE,1759795200000,7,{B1B70D81-BE81-4351-B5F7-E1F0BAAC4955},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7017,C00186431,1 DAVIS DR,"Overgrown Grass, Weeds",10 09 31 2 002 019.000,NUISANCE,1759795200000,7,{C3751CC3-B80D-4552-AE03-4C74E2A48F72},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7018,C00186432,2 DAVIS DR,"Overgrown Grass, Weeds",10 09 31 2 003 033.000,NUISANCE,1759795200000,7,{8987B3B6-59BB-4AC4-A127-4F3ABE3CD092},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7019,C00186434,132 HOBBIE DR,"Debris, Overgrown Grass, Weeds, Trash",11 06 24 4 007 013.001,NUISANCE,1759795200000,4,{BB053E8B-CD88-4499-82AB-5D566858C5C8},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7020,C00186433,4203 SOUTH COURT ST,"Overgrown Grass, Weeds",10 09 31 2 003 035.000,NUISANCE,1759795200000,7,{2A846235-2913-4E64-A929-E839E06EACC6},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7021,C00186480,227 WEST DELANO AVE,"Overgrown Grass, Weeds",11 07 25 4 005 003.000,NUISANCE,1759795200000,4,{F96FCEE2-59FC-4C70-8BA2-3B693ADEA1CE},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7022,C00186481,217 WEST DELANO AVE,"Overgrown Grass, Weeds",11 07 25 4 005 002.000,NUISANCE,1759795200000,4,{D53F3A7D-B094-4F44-B7BE-1E68A55CAE42},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7023,C00186483,3818 EDGAR D NIXON AVE,"Overgrown Grass, Weeds",11 07 25 4 005 050.000,NUISANCE,1759795200000,4,{11528FC6-9F99-4063-9BEB-2B0CEF16FA2F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7024,C00186484,310 PRAIRIE VISTA,"Overgrown Grass, Weeds",11 07 25 4 005 044.000,NUISANCE,1759795200000,4,{EB1F0B9B-C82A-4955-BB68-5D03079A4FEB},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7025,C00186517,3108 SHELDON LN,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 05 16 3 004 054.000,NUISANCE,1759795200000,4,{5F5D35B9-0495-4A07-B76C-D24391867D2C},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7026,C00186518,3132 SHELDON LN,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 05 16 3 004 048.000,NUISANCE,1759795200000,4,{D88C4496-FE27-4F80-A3E7-A3A7FC1587BD},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7027,C00186418,3113 SHELDON LN,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 05 16 3 004 024.000,NUISANCE,1759795200000,4,{44A83C1B-4DA9-40F2-B71E-28875CBD7EDF},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7028,C00186392,515 JULIETTE ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 14 1 015 018.000,NUISANCE,1759795200000,4,{055AC7EC-B6A6-4A71-BB9F-3DC34BEDF43B},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7029,C00186394,JULIETTE ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 14 1 016 009.000,NUISANCE,1759795200000,4,{1689858D-1497-474A-829D-DA81E337DC33},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7030,C00186395,614 JULIETTE ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 14 1 016 008.000,NUISANCE,1759795200000,4,{21D2B53B-A196-4E81-B10B-E32AB9AEB39B},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7031,C00186396,JULIETTE ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 14 1 016 011.000,NUISANCE,1759795200000,4,{23615D57-805A-4EA7-B841-04058AF8EA25},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7032,C00186325,1705 JACKSON FERRY RD,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 31 3 002 028.000,NUISANCE,1759795200000,3,{82557135-689A-408B-BF21-038B07AE6E2E},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7033,C00186150,3068 RITA LN,"Debris, Overgrown Grass, Tree Violation, Weeds, Litter, Junk, Trash",11 05 16 3 004 014.010,NUISANCE,1759795200000,4,{AF1327E8-DD43-497F-9D28-6D0354989A3C},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7034,C00186291,409 SOUTH UNION ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 04 18 1 006 001.000,NUISANCE,1759795200000,3,{918EF65E-4A10-41EA-AE38-AA4CBA05DC28},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7035,C00186834,1455 FOSTER ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 03 06 4 017 006.000,NUISANCE,1759795200000,3,{BC3E5C36-19FC-47A1-A179-D44788851441},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7036,C00186732,154 GROVEWOOD CT,"Debris, Overgrown Grass, Tree Violation, Weeds, Litter, Junk, Trash",11 04 18 2 000 009.000,NUISANCE,1759795200000,4,{AF6B6257-A09E-45A0-9620-8BCACB196DB5},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7037,C00186906,FOSTER LN,"Overgrown Grass, Weeds, Litter, Junk, Trash",10 03 06 4 023 018.000,NUISANCE,1759795200000,3,{A84A3624-0205-429E-AB9D-23A119058717},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7038,C00187056,470 SOUTH BAINBRIDGE ST,"Debris, Overgrown Grass, Tree Violation, Weeds, Litter, Junk, Trash",10 04 18 2 002 014.000,NUISANCE,1759795200000,3,{1F60DC1C-6C5C-4C21-8232-CACF5071B949},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7039,C00187049,1815 STRIBLING ST,"Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 31 3 003 013.000,NUISANCE,1759795200000,3,{D9041184-C0EE-4176-86C6-EFB9C3E7AD5F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7040,C00187222,544 SOUTH BAINBRIDGE ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 04 18 2 004 018.000,NUISANCE,1759795200000,3,{D5EECF0E-A868-46F6-AEE6-61CD4F164452},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7041,C00174786,2082 NORTH LINCOLN TER,"Demolition, Structure Not Secure",11 06 14 4 017 106.000,DEMOLITION,1759795200000,4,{E211648F-CD75-4684-8401-8C6678A697E5},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7042,C00187209,515 GLADE PARK DR,"Overgrown Grass, Weeds",10 01 01 3 004 013.000,NUISANCE,1759795200000,2,{0D492FA2-B033-4BC1-9E12-5DC9EF0EB810},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7043,C00187386,4155 BEARDSLEY DR,Junk Vehicles,10 01 02 2 004 013.000,NUISANCE,1759795200000,2,{006EAB52-D0AE-4FC4-8FB6-1841BF3ECC79},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7044,C00187055,425 POLK ST,"Overgrown Grass, Weeds",10 03 08 4 030 008.000,NUISANCE,1759795200000,3,{F9B28834-A195-4125-A2F8-BC81DFA267C7},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7045,C00187380,6041 WARES FERRY RD,"Junk Vehicles, Overgrown Grass, Weeds",09 03 06 4 007 008.000,NUISANCE,1759795200000,2,{CA6AD6CC-DC4E-48A1-B9EF-C4FCA41B37FA},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7046,C00187288,944 DAVID DR,"Overgrown Grass, Weeds",09 03 06 1 005 012.000,NUISANCE,1759795200000,2,{338E2F5C-24F5-4776-8F74-132CEF1C0334},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7047,C00187206,1288 DUNBARTON RD,Pooling/Ponding of Foul Water,09 03 06 1 008 008.000,NUISANCE,1759795200000,2,{5557CC66-7FFC-44C5-A7A3-2E875F617F74},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7048,C00187083,307 NORTH BURBANK DR,"Overgrown Grass, Weeds",09 03 07 2 002 002.000,NUISANCE,1759795200000,2,{FA665B8E-B74C-41C8-934A-6A18744492DC},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7049,C00186920,2300 PALMETTO ST,"Overgrown Grass, Weeds",10 04 17 1 012 006.000,NUISANCE,1759795200000,3,{B4415F6C-B965-430C-A174-37C198107AC1},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7050,C00187124,312 SOUTH CAPITOL PKWY,Junk Vehicles,10 03 08 3 012 018.000,NUISANCE,1759795200000,3,{2C6DC547-DFA9-4DD4-9379-473E538FFF99},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7051,C00187116,704 BROOKLAND CUR,Junk Vehicles,05 09 31 3 000 002.067,NUISANCE,1759795200000,2,{E1761AC8-32E3-43C9-BA7F-99D96A54D86A},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7052,C00187018,808 SUMMITT ST,"Overgrown Grass, Weeds",10 04 17 2 015 010.000,NUISANCE,1759795200000,3,{86C30C50-4BFD-46BC-995D-6E189A31310F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7053,C00186847,6253 NATURE DR,"Overgrown Grass, Weeds",09 03 07 1 006 012.000,NUISANCE,1759795200000,2,{F9EE99D2-41DC-4DBF-ACE2-2B02CE133761},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7054,C00186852,5773 BELLEAU DR,"Overgrown Grass, Weeds",09 03 06 3 010 030.000,NUISANCE,1759795200000,2,{3E7473A0-CBDB-4102-88A0-A2842334AFC9},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7055,C00186821,1509 RHODES ST,Overgrown Grass,10 04 17 2 012 008.000,NUISANCE,1759795200000,3,{0FD5AB10-B0A6-4453-8B9E-99607338EA05},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7056,C00186902,4714 RETREAT RD,"Overgrown Grass, Weeds",10 01 01 3 007 003.023,NUISANCE,1759795200000,2,{98505CA2-4B80-432C-B2A9-3C3DD801F9A3},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7057,C00186676,4006 BEARDSLEY DR,Debris,10 02 03 1 011 023.000,NUISANCE,1759795200000,2,{B3746A50-4B64-4784-8507-228CB102B7C0},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7058,C00186851,572 MORNINGVIEW DR,Weeds,10 02 09 2 004 005.000,NUISANCE,1759795200000,2,{CC241234-4826-4094-9B78-F37A68CECE1A},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7059,C00186683,3012 BREVARD AVE,Trash,10 02 04 4 013 011.000,NUISANCE,1759795200000,2,{46D08582-2EA0-4C68-9EBE-B27BF07138B2},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7060,C00186760,2755 SUMTER AVE,"Debris, Overgrown Grass, Weeds",10 02 04 3 006 021.000,NUISANCE,1759795200000,2,{ACB06705-F541-4623-A419-36D698F610A6},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7061,C00186117,4424 PEPPER AVE,"Tree Violation, Unattended Donation/Collection Box",10 01 02 4 007 011.000,NUISANCE,1759795200000,2,{5C9C6021-5720-4E45-8498-BEADA764218B},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7062,C00186365,711 POLK ST,Junk Vehicles,10 04 17 1 017 007.000,NUISANCE,1759795200000,3,{F4671E3F-CF86-45AC-B1FC-AAA753F0425F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7063,C00187044,200 TECHNACENTER DR,"Overgrown Grass, Weeds",09 06 14 1 000 004.000,NUISANCE,1759795200000,1,{FDAC702A-BA5E-4CA6-A128-9D7C2D2BAD42},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7064,C00186456,4400 RAY DR,"Overgrown Grass, Weeds",10 01 02 4 005 006.000,NUISANCE,1759795200000,2,{98CEA79C-0BF8-4453-8528-60D11B9895DE},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7065,C00186445,2225 EAST THIRD ST (OP),"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 04 17 4 013 016.000,NUISANCE,1759795200000,7,{4363B69D-959E-426F-ACDE-BBE88C457788},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7066,C00186449,2317 EAST THIRD ST (OP),"Overgrown Grass, Weeds, Litter, Junk, Trash",10 04 17 4 012 010.000,NUISANCE,1759795200000,7,{96AC4F38-A73E-4497-B3CB-FF9602BA898C},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7067,C00186662,2400 EAST FOURTH ST (OP),"Overgrown Grass, Weeds, Litter, Junk, Trash",10 04 17 4 021 008.000,NUISANCE,1759795200000,7,{FEDF2B70-5DA4-4B8B-BE76-39F9FA623EC1},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7068,C00186664,2216 EAST THIRD ST (OP),"Overgrown Grass, Weeds",10 04 17 4 018 005.000,NUISANCE,1759795200000,7,{A4D280B6-DC03-4979-9AA9-0F5A092AACFD},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7069,C00186635,6340 CHAPPELLE LN,"Overgrown Grass, Weeds, Litter, Junk",09 09 30 1 000 136.000,NUISANCE,1759795200000,9,{59250C9B-61BD-4FD1-B75E-E4C35466110A},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7070,C00186731,2753 EASTERN BLVD,"Debris, Litter, Junk, Trash",10 07 25 2 001 003.000,NUISANCE,1759795200000,5,{CC36BE08-A925-460E-9C29-298990043670},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7071,C00186335,800 EASTERN BLVD,"Overgrown Grass, Weeds",10 06 13 1 009 016.000,NUISANCE,1759795200000,1,{09857D54-A877-4CFA-8B95-C9E96BEA850F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7072,C00186733,2637 THE MEADOWS,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 06 24 3 001 006.000,NUISANCE,1759795200000,5,{4986C592-A81D-4F23-82B8-D99F832896FE},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7073,C00186917,1596 COBBLESTONE CT,"Overgrown Grass, Weeds",10 06 24 1 002 040.000,NUISANCE,1759795200000,9,{CB99EAD8-52E5-4C9C-8281-4D4CD4E3AD08},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7074,C00187103,2026 EAST FIFTH ST (OP),"Overgrown Grass, Weeds",10 04 17 4 026 003.000,NUISANCE,1759795200000,7,{AE5FB0C0-CF7D-4B2D-8F36-3F9C7C5FDBDF},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7075,C00187308,1813 WEST ST,"Debris, Overgrown Grass, Weeds",10 04 17 4 024 010.000,NUISANCE,1759795200000,7,{0D4C1479-A322-4E12-AC58-B9DBD2C32697},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7076,C00187192,2137 EAST FOURTH ST (OP),"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 04 17 4 017 015.000,NUISANCE,1759795200000,7,{07DAF4B3-BBBC-48BC-938E-1B6E3F4BE3D8},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7077,C00187193,2208 EAST FOURTH ST (OP),"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 04 17 4 023 007.000,NUISANCE,1759795200000,7,{47FDA3C3-9B18-41AB-AC76-ACF1BF3C9F95},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7078,C00186265,1138 GLENWOOD RD,"Overgrown Grass, Weeds",10 05 15 3 012 028.000,NUISANCE,1759795200000,7,{5C0EAC31-B1DA-4E85-8E8F-584B09C14501},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7079,C00187296,1331 EASTERN BLVD,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 06 24 2 001 002.000,NUISANCE,1759795200000,9,{D74F62F4-E126-4210-A374-93A1230CB490},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7080,C00186277,6315 PINEBROOK DR,"Overgrown Grass, Weeds",09 03 06 4 013 021.000,NUISANCE,1759795200000,2,{55D97A01-1355-4607-9B16-5899260CA258},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7081,C00186622,3002 GEORGE B EDMONDSON DR,"Overgrown Grass, Weeds",04 09 32 3 016 036.000,NUISANCE,1759795200000,3,{B8160266-2479-4AB4-B08E-11292BEE2AB3},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7082,C00186628,3070 WILLENA AVE,"Overgrown Grass, Weeds",04 09 32 4 013 010.000,NUISANCE,1759795200000,3,{276055F1-880C-44B3-ADD4-47DE040384CF},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7083,C00186616,3019 GEORGE B EDMONDSON DR,"Overgrown Grass, Weeds",04 09 32 3 017 021.000,NUISANCE,1759795200000,3,{107E714C-4CDC-48AB-B300-033EDD30F80B},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7084,C00186618,3014 GEORGE B EDMONDSON DR,"Overgrown Grass, Weeds",04 09 32 3 016 033.000,NUISANCE,1759795200000,3,{DD55822E-A118-4738-8534-5C078387884D},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7085,C00186854,445 CASTLEBROOK DR,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 30 4 006 035.000,NUISANCE,1759795200000,3,{1FC822BB-DDD4-48E8-8D75-AAD7B4E83093},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7086,C00186855,433 CASTLEBROOK DR,"Debris, Overgrown Grass, Weeds, Litter, Junk",04 09 30 4 006 032.000,NUISANCE,1759795200000,3,{008BC641-3BE5-4212-82D4-A06BAE4B453A},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7087,C00187297,1257 BANK ST,"Debris, Overgrown Grass, Litter, Junk, Trash",11 06 14 4 026 006.001,NUISANCE,1759795200000,4,{8F077FFD-9C0F-46EB-A312-43BA5333A557},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7088,C00187298,614 WATTS ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 04 18 1 016 034.000,NUISANCE,1759795200000,3,{A1DCE9DF-F656-46CF-96EC-D720F9E61F5F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7089,C00187333,560 PLEASANT AVE,"Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 13 1 008 028.000,NUISANCE,1759795200000,3,{48889798-9394-4657-B845-99FC40DAE78B},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7090,C00187335,587 PLEASANT AVE,"Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 13 1 009 015.000,NUISANCE,1759795200000,3,{66692C1A-A917-491E-BA9E-E00C3D74E972},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7091,C00186627,2625 SKYLINE AVE,"Overgrown Grass, Weeds",10 03 05 1 003 004.000,NUISANCE,1759795200000,3,{12CE754F-0F9D-4346-9540-0CD2E7A58680},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7092,C00174535,1006 GROVE ST,"Demolition, Walls, Roof, Structure Not Secure",10 04 18 1 022 005.000,DEMOLITION,1759795200000,3,{744B2741-3D83-444A-937A-CC9A8F1074FB},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7093,C00185502,954 HIGHLAND AVE,Demolition,10 04 18 1 015 005.000,DEMOLITION,1759795200000,3,{E95F32FA-6A7D-4558-8A73-23F6947F0879},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7094,C00187295,3820 HAPPINESS AVE,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 07 25 4 002 033.000,NUISANCE,1759795200000,4,{E85FEDB7-6041-4FA2-92A2-4FE708F337AC},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7095,C00187287,3223 BRAEBURN RD,,10 08 33 4 010 005.000,NUISANCE,1759795200000,6,{53E02864-9662-4E22-91B2-215497DB5A1F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7096,C00186537,3051 GEORGE B EDMONDSON DR,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 32 3 017 029.000,NUISANCE,1759795200000,3,{EED01A4B-0597-4235-BD59-80D2180A403B},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7097,C00187135,FOURNEY ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 03 05 4 004 030.000,NUISANCE,1759795200000,3,{0F3810FF-A1BF-49E1-9DA2-ECECD2937F57},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7098,C00187274,6008 CHERRY HILL RD,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",15 01 02 4 001 032.000,NUISANCE,1759795200000,6,{27F9E138-16DC-4A7D-9325-FE8BA0F4800F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7099,C00187326,4522 WIMBLEDON RD,"Debris, Overgrown Grass, Tree Violation, Weeds, Litter, Junk, Trash",15 01 02 4 005 067.000,NUISANCE,1759795200000,6,{CBCFBA8A-7B3C-4D2B-BEAC-C009EE460691},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7100,C00187000,2736 ENDICOTT DR,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 08 34 3 006 005.000,NUISANCE,1759795200000,6,{6810B48B-0A97-4C22-AC88-FAE4FBF455CA},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7101,C00186523,26 PICKETT ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 29 3 009 010.000,NUISANCE,1759795200000,3,{CBA5BC48-621F-4FA3-AC3A-ABE447D9C63C},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7102,C00186524,39 PICKETT ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 29 3 011 017.001,NUISANCE,1759795200000,3,{86F92787-A7A0-49D9-AD8D-1D3FF90B4C52},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7103,C00186525,40 PICKETT ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 29 3 010 013.000,NUISANCE,1759795200000,3,{9E414CC9-6147-47DA-BB8E-636E03AF4411},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7104,C00186526,63 PICKETT ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 29 3 011 026.000,NUISANCE,1759795200000,3,{E1E1A63D-B52C-4E94-B13E-9F638AC215F0},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7105,C00186530,111 EAST PARK AVE (CHISHOLM),"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 32 2 010 012.000,NUISANCE,1759795200000,3,{C578CF26-01DB-4DCE-A2F9-3085E025E0B8},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7106,C00186533,209 EAST PARK AVE (CHISHOLM),"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 32 1 004 040.000,NUISANCE,1759795200000,3,{7B5F1E75-02CD-4663-9724-7E89A4A0BFAC},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7107,C00186532,211 EAST PARK AVE (CHISHOLM),"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 32 1 004 041.000,NUISANCE,1759795200000,3,{C0570651-F39E-4300-B3BE-13C707348D9D},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7108,C00186534,207 EAST PARK AVE (CHISHOLM),"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 32 1 004 039.000,NUISANCE,1759795200000,3,{88717195-2D9A-45C1-9DA9-BB00EC9976D2},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7109,C00186289,3545 WOODPARK DR,"Overgrown Grass, Weeds, Litter, Junk, Trash",15 02 04 4 014 007.000,NUISANCE,1759795200000,6,{4787C361-8334-4FE0-8D21-AA1A995C383A},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7110,C00184570,4528 WIMBLEDON RD,,10 08 34 2 002 027.604,NUISANCE,1759795200000,,{4C506858-4C44-426F-9384-A2CFDF5AA0C7},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7111,C00186259,2753 BALDWIN BROOK DR,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",10 08 34 3 002 010.000,NUISANCE,1759795200000,6,{D43F551C-D0C2-4DCD-A813-3DE1401723E9},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7112,C00185845,225 UPTON RD,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",14 02 03 1 003 015.000,NUISANCE,1759795200000,4,{81315A02-5268-4DF6-9926-32A377CE5754},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7113,C00186414,602 LYNWOOD DR,"Debris, Overgrown Grass, Tree Violation, Weeds, Litter, Junk, Trash",10 09 30 4 019 010.000,NUISANCE,1759795200000,7,{423C57D8-0577-4F3E-977B-388D8C1A60DD},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
