X,Y,OBJECTID,Join_Count,TARGET_FID,Offense_No,Item_No,Type,Address,Parcel_No,Remarks,Source_Date,Id
515554.488307465,694699.838360049,299,1,299,C00173684,20,NUISANCE,2553 LOWER WETUMPKA RD,04 09 32 3 004 001.000,"* DEBRIS, LITTER, JUNK, TRASH* REMOVE ANY OVERSIZED DEBRIS FROM DUMPSTER AREA",2025/02/18 00:00:00+00,3
516780.4615773,696711.611567482,300,1,300,C00173078,18,NUISANCE,2833 CREATIVE ST,04 09 32 2 009 014.000,"* DEBRIS, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED DEBRIS FROM ALL OVER PROPERTY INCLUDING FRONT, SIDES AND REAR",2025/02/18 00:00:00+00,3
544535.315188218,696856.693298303,301,1,301,C00173379,21,NUISANCE,1212 PONDCYPRESS DR,05 09 31 1 000 001.036,"* APPLIANCES, AUTO PARTS, BLDG. MATERIAL, CARPET, DEBRIS, FURNITURE, LITTER, JUNK, TRASH, OVERGROWN GRASS, TIRES, WEEDS, WOOD",2025/02/18 00:00:00+00,2
515381.799676463,697666.536822982,302,1,302,C00173194,17,NUISANCE,44 GARDEN ST,04 09 32 2 005 006.000,"* DEBRIS, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED DEBRIS INCLUDING TENT FROM FRONT PORCH/PROPERTY",2025/02/18 00:00:00+00,3
562972.913155463,662918.331713222,303,1,303,C00173624,23,NUISANCE,1018 TIMBER GAP CROSSING,09 07 35 0 000 017.108,"* BLDG. MATERIAL, DEBRIS",2025/02/18 00:00:00+00,8
542917.439815048,666639.895792387,304,1,304,C00173293,24,NUISANCE,2217 BRIAR GATE DR,09 09 30 3 005 038.019,"* DEBRIS, FURNITURE, LITTER, JUNK, TRASH* REMOVE DEBRIS/BUILDING MATERIALS FROM CURB/CALL 334-625-2751 SANITATION FOR PICK UP",2025/02/18 00:00:00+00,8
518482.689800136,696633.638954386,305,1,305,C00173112,16,NUISANCE,314 GARDENDALE DR,04 09 32 1 025 011.000,"* DEBRIS, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED DEBRIS FROM ALL OVER PROPERTY INCLUDING REAR FRONT AND SIDES OF STRUCTURE.",2025/02/18 00:00:00+00,3
518542.670979388,696635.139935642,306,1,306,C00173113,15,NUISANCE,318 GARDENDALE DR,04 09 32 1 025 010.000,"* DEBRIS, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED DEBRIS FROM PROPERTY",2025/02/18 00:00:00+00,3
518602.652158633,696636.641244978,307,1,307,C00173114,14,NUISANCE,322 GARDENDALE DR,04 09 32 1 025 009.000,"* BLDG. MATERIAL, DEBRIS, JUNK VEHICLES, LITTER, JUNK, TRASH* REMOVE DEBRIS FROM THE SIDES OF THE STRUCTURE WRECKED VEHICLE BEHIND FENCE",2025/02/18 00:00:00+00,3
519080.624627877,696823.658259384,308,1,308,C00173131,12,NUISANCE,355 GARDENDALE DR,04 09 32 1 024 028.000,"* APPLIANCES, DEBRIS, JUNK VEHICLES* REMOVE APPLIANCE FROM REAR PROPERTY. SEDAN DRIVEWAY",2025/02/18 00:00:00+00,3
518367.848166302,696805.819712386,309,1,309,C00173108,11,NUISANCE,307 GARDENDALE DR,04 09 32 1 024 016.000,"* DEBRIS, JUNK VEHICLES, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED FROM THE FRONT PORCH AREA 2 SEDANS REAR PROPERTY",2025/02/18 00:00:00+00,3
518782.594712134,696641.144188732,310,1,310,C00173120,13,NUISANCE,334 GARDENDALE DR,04 09 32 1 025 006.000,"* DEBRIS, LITTER, JUNK, TRASH, TIRES* REMOVE ALL SCATTERED DEBRIS/TIRES FROM PROPERTY",2025/02/18 00:00:00+00,3
519497.99518422,696834.101151899,311,1,311,C00173137,9,NUISANCE,423 GARDENDALE DR,04 09 32 1 023 023.000,"* DEBRIS, LITTER, JUNK, TRASH, TREE LIMBS* REMOVE FALLEN/DOWNED TREE LIMBS FROM PROPERTY",2025/02/18 00:00:00+00,3
519978.110693805,696909.023246139,312,1,312,C00173146,10,NUISANCE,459 GARDENDALE DR,04 09 32 1 023 032.000,"* DEBRIS, LITTER, JUNK, TRASH, TREE VIOLATION* REMOVE DOWN TREE LIMBS FROM REAR OF PROPERTY AND BUILDING MATERIAL FROM FRONT PPORCH",2025/02/18 00:00:00+00,3
517886.723472383,696793.699657895,313,1,313,C00173091,7,NUISANCE,221 GARDENDALE DR,04 09 32 1 009 015.000,* OVERGROWN GRASS* CUT/CLEAN ALONG FENCE AND ON PROPERTY,2025/02/18 00:00:00+00,3
518136.658668052,696799.192429058,314,1,314,C00173102,8,NUISANCE,241 GARDENDALE DR,04 09 32 1 009 020.000,"* DEBRIS, LITTER, JUNK, TRASH, TREE LIMBS* REMOVE DEBRIS FROM CURB/CALL SANITATION 3346252751 FOR PICKUP",2025/02/18 00:00:00+00,3
514714.360394552,690718.131756552,315,1,315,C00173255,5,NUISANCE,2101 LOWER WETUMPKA RD,10 03 06 1 001 002.000,* ABANDONED/OBSOLETE SIGN,2025/02/04 00:00:00+00,3
519568.996354546,697743.712849736,316,1,316,C00173318,5,NUISANCE,4058 KEATING DR,04 09 32 1 002 002.000,"* DEBRIS, JUNK VEHICLES, LITTER, JUNK, TRASH* REMOVE WRECKED/INOPERABLE VEHICLE FROM REAR PROPERTY",2025/02/18 00:00:00+00,3
519573.043918636,697436.005459897,317,1,317,C00173491,6,NUISANCE,4028 KEATING DR,04 09 32 1 002 007.000,"* APPLIANCES, DEBRIS, JUNK VEHICLES, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED DEBRIS FROM REAR PROPERTY INCLUDING APPLIANCES AND WRECKED VEHICLE",2025/02/18 00:00:00+00,3
515724.28783663,694277.865778811,318,1,318,C00173508,4,NUISANCE,2520 LOWER WETUMPKA RD,04 09 32 3 009 024.000,* ABANDONED/OBSOLETE SIGN,2025/02/18 00:00:00+00,3
515061.284569461,693321.828976989,319,1,319,C00173254,4,NUISANCE,2421 LOWER WETUMPKA RD,04 09 32 3 004 034.000,* ABANDONED/OBSOLETE SIGN* 2 SIGNS,2025/02/04 00:00:00+00,3
515073.504361302,693446.799855635,320,1,320,C00173611,3,NUISANCE,2435 LOWER WETUMPKA RD,04 09 32 3 004 032.000,* ABANDONED/OBSOLETE SIGN,2025/02/18 00:00:00+00,3
517919.798865546,698443.984415062,321,1,321,C00173425,4,NUISANCE,118 ROTARY ST,04 09 29 4 003 006.000,"* DEBRIS, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED FROM FRONT AND REAR PROPERTY",2025/02/18 00:00:00+00,3
516322.399173215,696819.978804804,322,1,322,C00173253,3,NUISANCE,2807 LOWER WETUMPKA RD,04 09 32 2 008 001.000,* ABANDONED/OBSOLETE SIGN,2025/02/04 00:00:00+00,3
538481.558266878,676241.328361146,323,1,323,C00173017,6,NUISANCE,1331 EASTERN BLVD,10 06 24 2 001 002.000,"* ABANDONED/OBSOLETE SIGN, WEEDS* POLE STRUCTURE",2025/02/04 00:00:00+00,9
516441.102019802,697231.843138561,324,1,324,C00173252,2,NUISANCE,2915 LOWER WETUMPKA RD,04 09 32 2 006 130.000,* ABANDONED/OBSOLETE SIGN,2025/02/04 00:00:00+00,3
515830.785327051,698090.193127885,325,1,325,C00173687,3,NUISANCE,27 MICHIGAN AVE,04 09 29 3 014 012.000,"* DEBRIS, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED FROM PROPERTY",2025/02/18 00:00:00+00,3
515182.378815461,693662.261695057,326,1,326,C00173505,2,NUISANCE,2451 LOWER WETUMPKA RD,04 09 32 3 004 026.000,* ABANDONED/OBSOLETE SIGN,2025/02/18 00:00:00+00,3
515696.479165215,698318.157238886,327,1,327,C00173631,2,NUISANCE,32 MICHIGAN AV,04 09 29 3 011 037.000,"* DEBRIS, OVERGROWN GRASS* REMOVE ALL SCATTERED DEBRIS",2025/02/18 00:00:00+00,3
515274.4271878,693913.728711806,328,1,328,C00173504,1,NUISANCE,2481 LOWER WETUMPKA RD,04 09 32 3 004 008.000,* ABANDONED/OBSOLETE SIGN* BILLBOARD SIGN,2025/02/18 00:00:00+00,3
516629.521918554,699160.262181982,329,1,329,C00173251,1,NUISANCE,3401 LOWER WETUMPKA RD,04 09 29 3 007 012.000,* ABANDONED/OBSOLETE SIGN,2025/02/04 00:00:00+00,3
515216.61890446,698515.944244884,330,1,330,C00173061,1,NUISANCE,55 PICKETT ST,04 09 29 3 011 023.000,"* DEBRIS, LITTER, JUNK, TRASH* REMOVE ALL SCATTERED DEBRIS INCLUDING TENT FROM PROPERTY",2025/02/18 00:00:00+00,3
